ID,Name,Start time,Duration,Place,Address,Tickets link,Description 1,Hashtags,Prices lower,Prices upper,End time
64,ЛЬВІВСЬКЕ ТАНГО,2023-02-05 13:00:00,160,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70216,"“Прийде ще час, коли затужиш ти за мною, прийде ще час, коли згадаєш наші дні…”",,60,300,2023-02-05 15:40:00
65,ЛЬВІВСЬКЕ ТАНГО,2023-02-12 13:00:00,160,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70223,"“Прийде ще час, коли затужиш ти за мною, прийде ще час, коли згадаєш наші дні…”",,60,300,2023-02-12 15:40:00
66,ЛЬВІВСЬКЕ ТАНГО,2023-02-17 18:00:00,160,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70227,"“Прийде ще час, коли затужиш ти за мною, прийде ще час, коли згадаєш наші дні…”",,60,300,2023-02-17 20:40:00
67,ЛЬВІВСЬКЕ ТАНГО,2023-02-28 18:00:00,160,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70239,"“Прийде ще час, коли затужиш ти за мною, прийде ще час, коли згадаєш наші дні…”",,60,300,2023-02-28 20:40:00
68,ЛЬВІВСЬКЕ ТАНГО,2023-03-04 17:00:00,160,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/73215,"“Прийде ще час, коли затужиш ти за мною, прийде ще час, коли згадаєш наші дні…”",,60,300,2023-03-04 19:40:00
69,ЛЬВІВСЬКЕ ТАНГО,2023-03-08 18:00:00,160,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/73218,"“Прийде ще час, коли затужиш ти за мною, прийде ще час, коли згадаєш наші дні…”",,60,300,2023-03-08 20:40:00
70,ЛЬВІВСЬКЕ ТАНГО,2023-03-19 13:00:00,160,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/73228,"“Прийде ще час, коли затужиш ти за мною, прийде ще час, коли згадаєш наші дні…”",,60,300,2023-03-19 15:40:00
71,ЛЬВІВСЬКЕ ТАНГО,2023-03-25 13:00:00,160,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/73233,"“Прийде ще час, коли затужиш ти за мною, прийде ще час, коли згадаєш наші дні…”",,60,300,2023-03-25 15:40:00
72,Гаррі Поттер та загублений ліс,2023-02-07 16:00:00,60,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site12205/widget/event/71524,"Тим, хто захоплюється чарівним світом Гаррі Поттера, радимо відвідати виставу, яка має назву «Гаррі Поттер та загублений ліс». А відбудеться вона 7 лютого у Національному драматичному театру ім. М. Заньковецької у Львові. Це будуть неймовірні пригоди разом з вашими улюбленими героями – Гаррі, Роном та Герміоною.",,150,350,2023-02-07 17:00:00
73,ЗЛОДІЙ,2023-02-07 18:00:00,60,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70123,"Новела «Злодій» переносить нас в замкнений простір гуцульської хати. Серед ночі злодій заліз у комору Гьоргія. Господар, захищаючи своє, калічить незваного гостя. Він вирішує покликати за свідків сусідів та винести йому вердикт «жити чи умерти». Ґазди п'ють, говорять і поводяться так, наче вони прийшли до сусіда допомогти заколоти свиню. Несумірність злочину і кари, холоднокровна жорстокість селян пояснюється тим, що для них злодій на рівні з худобою, бо не належить до спільноти та чужий. Їх обурює, що злодій хоче поцілувати руку одному із сусідів, апелюючи тим самим до християнського співчуття, або ж, загалом, до універсального закону рівності всіх людей. Що переможе – здоровий глузд і милосердя, чи жорстокість у серцях та оковита, що забирає розум…",,150,150,2023-02-07 19:00:00
74,За двома зайцями,2023-02-07 18:00:00,230,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site12205/widget/event/71525,"Легковажний київський цирульник Свирид Петрович Голохвастов мріє поправити своє положення, одружившись на негарній дочці багатих батьків - Проні Прокоповні Серковій, уявляючи собі, яке шикарне життя почнеться за гроші нареченої. Проте, в історію втручається тітка Проні, що бажає видати заміж свою дочку Галю, за «багатого» пана Голохвастова.",#Комедія ,150,600,2023-02-07 21:50:00
75,Наталка Полтавка,2023-02-08 18:00:00,120,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70218,"У театрі Заньковецької відбудеться вистава ""Наталка Полтавка"" у Львові!",#Комедія #Драма ,60,250,2023-02-08 20:00:00
76,ГРА,2023-02-08 18:00:00,90,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70124,"У Театрі Заньковецької відбудеться вистава “Гра” у Львові! Головні персонажі тут діти і це не  просто діти. Це метафоричне зображення дорослих, які опинилися посеред життя на уламках власної країни. А їхня гра -  відбиток минулого тисяч дорослих людей, які не  змогли пережити травми дитинства і виховання, зліпок дорослого життя, чий абсурд і жорстокість так важко помітити за буденними справами. Байдужість, жадібність, боягузтво - ці не дитячі риси, а те, яким діти бачать навколишній світ і людей у ньому.",#Комедія ,150,150,2023-02-08 19:30:00
77,ГРА,2023-02-23 18:00:00,90,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70133,"У Театрі Заньковецької відбудеться вистава “Гра” у Львові! Головні персонажі тут діти і це не  просто діти. Це метафоричне зображення дорослих, які опинилися посеред життя на уламках власної країни. А їхня гра -  відбиток минулого тисяч дорослих людей, які не  змогли пережити травми дитинства і виховання, зліпок дорослого життя, чий абсурд і жорстокість так важко помітити за буденними справами. Байдужість, жадібність, боягузтво - ці не дитячі риси, а те, яким діти бачать навколишній світ і людей у ньому.",#Комедія ,150,150,2023-02-23 19:30:00
78,БУНА,2023-02-11 17:00:00,110,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70126,"У Театрі Заньковецької відбудеться вистава “Буна” у Львові,  основана на реальній історії буковинської родини. Буна -це бабця. Вона живе  на межі епох  і має власне уявлення про бідних і багатих, добро і зло. Життя в селі убоге, проте запити на культуру і духовні цінності присутні. А ще присутні забобони, заборони, автентика, звичаї та “скелети у шафі”. Буна пройшла крізь вогонь, воду і Країну рад. Ц її земля і її правила.",,200,200,2023-02-11 18:50:00
79,СМАК ДО ЧЕРЕШЕНЬ,2023-02-14 18:00:00,95,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70127,"Марек і Зося випадково зустрічаються в потязі після того, як щойно розлучилися. Обоє намагаються виправдати себе, гортаючи сторінки життя від моменту їх першої зустрічі. Час їхньої подорожі – це шлях від засудження і звинувачень до розуміння один одного. Епізоди з сімейного життя доповнюються і розділяються піснями. Вони є суттєвою частиною історії. Кожна з пісень – це поєднання поезії Агнєшки Осєцкої з чудовою музикою композитора Мацея Малєцкого.Ця трепетна історія овіяна атмосферою 60-х років XX століття не втратила своєї актуальності і сьогодні, бо оповідає нам про людські стосунки, про людей, які прагнуть знайти кожен для себе і по своєму це вічно жадане і часто невловиме ЩАСТЯ.",,150,150,2023-02-14 19:35:00
80,СМАК ДО ЧЕРЕШЕНЬ,2023-03-21 18:00:00,95,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/73281,"Марек і Зося випадково зустрічаються в потязі після того, як щойно розлучилися. Обоє намагаються виправдати себе, гортаючи сторінки життя від моменту їх першої зустрічі. Час їхньої подорожі – це шлях від засудження і звинувачень до розуміння один одного. Епізоди з сімейного життя доповнюються і розділяються піснями. Вони є суттєвою частиною історії. Кожна з пісень – це поєднання поезії Агнєшки Осєцкої з чудовою музикою композитора Мацея Малєцкого.Ця трепетна історія овіяна атмосферою 60-х років XX століття не втратила своєї актуальності і сьогодні, бо оповідає нам про людські стосунки, про людей, які прагнуть знайти кожен для себе і по своєму це вічно жадане і часто невловиме ЩАСТЯ.",,150,150,2023-03-21 19:35:00
81,Тринадцята жінка,2023-02-15 18:00:00,60,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70128,"У Театрі Заньковецької відбудеться моновистава ”Тринадцята жінка” у Львові, за п'єсою Теодозії Зарівни. У центрі сюжету життя видатної актриси і співачки Марлен Дітріх та історія її стосунків з письменником Ернестом Хемінгуеєм, які тривали 30 років, переважно у листах.",,150,150,2023-02-15 19:00:00
82,КОХАННЯ СІЧОВОГО СТРІЛЬЦЯ,2023-02-15 18:00:00,180,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70225,"Під час військової кампанії 1914 року в Закарпатті чоту січових стрільців було розквартировано на постій у затишному мальовничому мадярському селищі. Хто б міг подумати, що саме тут стомлене війною серце поручника Степана Балинського знайде кохання свого життя - мадярську дівчину Шаріку.Чари кохання, пісні, танці, музика, море сміху і курйозних моментів – саме те за що ми любимо романтичні оперети.",,60,300,2023-02-15 21:00:00
83,КОХАННЯ СІЧОВОГО СТРІЛЬЦЯ,2023-03-01 18:00:00,180,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/73212,"Під час військової кампанії 1914 року в Закарпатті чоту січових стрільців було розквартировано на постій у затишному мальовничому мадярському селищі. Хто б міг подумати, що саме тут стомлене війною серце поручника Степана Балинського знайде кохання свого життя - мадярську дівчину Шаріку.Чари кохання, пісні, танці, музика, море сміху і курйозних моментів – саме те за що ми любимо романтичні оперети.",,60,300,2023-03-01 21:00:00
84,КОХАННЯ СІЧОВОГО СТРІЛЬЦЯ,2023-03-24 18:00:00,180,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/73232,"Під час військової кампанії 1914 року в Закарпатті чоту січових стрільців було розквартировано на постій у затишному мальовничому мадярському селищі. Хто б міг подумати, що саме тут стомлене війною серце поручника Степана Балинського знайде кохання свого життя - мадярську дівчину Шаріку.Чари кохання, пісні, танці, музика, море сміху і курйозних моментів – саме те за що ми любимо романтичні оперети.",,60,300,2023-03-24 21:00:00
85,Полліанна,2023-02-16 17:00:00,230,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70226,"Культова казка, яка прибула до нас з Англії, була написана популярним автором Елеонорою Портер більше сотні років тому. Але при цьому дана казка все ще залишається актуальною, адже в житті інколи так не вистачає безпосередньої дитячої радості, посмішок і щастя. П'єса Полліанна була поставлена ​​в багатьох театрах світу, а також адаптована у вигляді кіно. Поява на сцені цієї маленької і забавної дівчинки завжди дарує усмішку і радість, вчить по-іншому сприймати це життя, з нової, раніше невідомої сторони. Насолодитися цим спектаклем можна купивши квиток всього за 50-200 гривень у міській касі, або ж на сайті нашої міської афіші.",,50,200,2023-02-16 20:50:00
86,РІЗДВЯНА НІЧ,2023-02-10 18:00:00,150,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70220,"У Театрі Заньковецької відбудеться вистава “Різдвяна ніч” у Львові, за мотивами легендарного твору Миколи Гоголя. Гоголь вважається російським письменником, проте його творчість пронизана духом українського народу, силою етносу та містичними настроями. Хто щ  так точно та дотепно міг зобразити українські характери - Пацюка, Солоху, Вакулу? Гоголівський хутір поблизу Диканьки, ніби місце  нашого дитинства, де ми знаємо усіх. Красуню Оксану, веселих кумів та Чуба і навіть самого Чорта, який викрав місяць.",,60,300,2023-02-10 20:30:00
87,РІЗДВЯНА НІЧ,2023-02-18 13:00:00,150,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70228,"У Театрі Заньковецької відбудеться вистава “Різдвяна ніч” у Львові, за мотивами легендарного твору Миколи Гоголя. Гоголь вважається російським письменником, проте його творчість пронизана духом українського народу, силою етносу та містичними настроями. Хто щ  так точно та дотепно міг зобразити українські характери - Пацюка, Солоху, Вакулу? Гоголівський хутір поблизу Диканьки, ніби місце  нашого дитинства, де ми знаємо усіх. Красуню Оксану, веселих кумів та Чуба і навіть самого Чорта, який викрав місяць.",,60,300,2023-02-18 15:30:00
88,РІЗДВЯНА НІЧ,2023-02-26 17:00:00,150,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70238,"У Театрі Заньковецької відбудеться вистава “Різдвяна ніч” у Львові, за мотивами легендарного твору Миколи Гоголя. Гоголь вважається російським письменником, проте його творчість пронизана духом українського народу, силою етносу та містичними настроями. Хто щ  так точно та дотепно міг зобразити українські характери - Пацюка, Солоху, Вакулу? Гоголівський хутір поблизу Диканьки, ніби місце  нашого дитинства, де ми знаємо усіх. Красуню Оксану, веселих кумів та Чуба і навіть самого Чорта, який викрав місяць.",,60,300,2023-02-26 19:30:00
89,Життя P.S.,2023-02-18 17:00:00,60,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70129,"У Театрі Заньковецької відбудеться прем'єрна вистава “Життя P.S.” у Львові! В основу вистави покладена реальна історія Валерії Бурлакової, учасниці бойових дій на Сході України, яка знайшла своє кохання на фронті. У своїй автобіографічній книзі вона відверто розповіла про побут війни, дискримінацію жінок, перекручення фактів у ЗМІ та інше. Це фронтовий щоденник про зовсім іншу реальність. Абсурдна, жорстока, але не безнадійна. Такою побачать її глядачі очами героїні Валерії.",,200,200,2023-02-18 18:00:00
90,Життя P.S.,2023-03-31 18:00:00,60,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/73286,"У Театрі Заньковецької відбудеться прем'єрна вистава “Життя P.S.” у Львові! В основу вистави покладена реальна історія Валерії Бурлакової, учасниці бойових дій на Сході України, яка знайшла своє кохання на фронті. У своїй автобіографічній книзі вона відверто розповіла про побут війни, дискримінацію жінок, перекручення фактів у ЗМІ та інше. Це фронтовий щоденник про зовсім іншу реальність. Абсурдна, жорстока, але не безнадійна. Такою побачать її глядачі очами героїні Валерії.",,200,200,2023-03-31 19:00:00
91,МИКИТА КОЖУМ'ЯКА,2023-02-19 11:00:00,60,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/65798,"В українському князівстві трапилась біда. Горезвісний змій як курка натворив багато бід. Викрадав красунь дівчат, маленьких діточок він до себе у полон. Воювало з тим пройдисвітом князівське військо, але подолати його не могло. Князь зажурений, княгиня плаче, воєводи чухають чуби. Адже черга надійшла до князівської доньки. Хто ж переможе великого і страшного Змія?",#Дитячий театр #Пригоди #Казка ,50,150,2023-02-19 12:00:00
92,МИКИТА КОЖУМ'ЯКА,2023-03-05 11:00:00,60,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/73216,"В українському князівстві трапилась біда. Горезвісний змій як курка натворив багато бід. Викрадав красунь дівчат, маленьких діточок він до себе у полон. Воювало з тим пройдисвітом князівське військо, але подолати його не могло. Князь зажурений, княгиня плаче, воєводи чухають чуби. Адже черга надійшла до князівської доньки. Хто ж переможе великого і страшного Змія?",#Дитячий театр #Пригоди #Казка ,50,150,2023-03-05 12:00:00
93,Дон Кіхот,2023-02-03 18:00:00,150,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site11084/widget/event/100153837,"Зустрічайте у Львівській опері класичний балет “Дон Кіхот”! Запальна музика, іспанській колорит та хореографія від визнаних майстрів балетного мистецтва, зробили цю виставу улюбленицею публіки!",#Балет ,100,500,2023-02-03 20:30:00
94,Дон Кіхот,2023-02-19 17:00:00,150,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site11084/widget/event/100153838,"Зустрічайте у Львівській опері класичний балет “Дон Кіхот”! Запальна музика, іспанській колорит та хореографія від визнаних майстрів балетного мистецтва, зробили цю виставу улюбленицею публіки!",#Балет ,100,500,2023-02-19 19:30:00
95,Украдене щастя,2023-02-04 17:00:00,160,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site11084/widget/event/100153839,"""Украдене щастя"" на лібрето М. Рильського за однойменним твором І.Франка – одна з найкращих сучасних українських опер. У музиці Ю. Мейтуса геніальний твір І. Франка знайшов надзвичайно тонке та глибоке відтворення як у сенсі розкриття психології людських відносин, змалюванні яскравих індивідуальних характеристик головних героїв драми, так і в майстерному використанні національного музичного фольклору – від його симфонічного переосмислення до прямого цитування народних мелодій.",#Опера ,100,500,2023-02-04 19:40:00
96,Украдене щастя,2023-02-10 18:00:00,160,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site11084/widget/event/100153840,"""Украдене щастя"" на лібрето М. Рильського за однойменним твором І.Франка – одна з найкращих сучасних українських опер. У музиці Ю. Мейтуса геніальний твір І. Франка знайшов надзвичайно тонке та глибоке відтворення як у сенсі розкриття психології людських відносин, змалюванні яскравих індивідуальних характеристик головних героїв драми, так і в майстерному використанні національного музичного фольклору – від його симфонічного переосмислення до прямого цитування народних мелодій.",#Опера ,100,500,2023-02-10 20:40:00
97,Білосніжка та семеро гномів,2023-02-05 12:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site11084/widget/event/100153829,У Львівській опері відбудеться балет “Білосніжка та семеро гномів” у Львові на музику  польського композитора Богдана Павловського. Це чудова можливість прийти на виставу усією сім'єю і познайомити з балетними мистецтвом найменших дітей.,#Балет ,100,400,2023-02-05 14:00:00
98,Пізнай себе,2023-02-05 17:00:00,90,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site11084/widget/event/100153830,,#Балет ,100,500,2023-02-05 18:30:00
99,Пізнай себе,2023-02-09 18:00:00,90,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site11084/widget/event/100153831,,#Балет ,100,500,2023-02-09 19:30:00
100,Коляда та й плєс … Ізпрежди віка…,2023-02-07 18:30:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site1001/widget/event/100153711,"Різдвяні набутки України оживуть у театральній виставі «Коляда та й плєс … Ізпрежди віка…» 7 лютого у Національній опері у Львові. Вона зіткана з відомих та маловідомих старовинних колядок, магії та містики.",,290,1290,2023-02-07 20:30:00
101,Мадам Баттерфляй,2023-02-11 17:00:00,150,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site11084/widget/event/100153841,"13 грудня 2018 року відбудеться одна з кращих подій цієї зими - постановка Мадам Батерфляй у Львівському національному академічному театрі опери та балету. Це незвичайна історія ніжних почуттів між прекрасної японкою і стриманим, цинічним американцем. Це інтимниа розповідь про кохання між представниками різних національностей, де розповідається про відмінності їх культур. Замовити квитки на виставу можна на сайті або в офіційних точках продажу.",#Опера #Драма ,100,500,2023-02-11 19:30:00
102,Мадам Баттерфляй,2023-02-18 17:00:00,150,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site11084/widget/event/100153842,"13 грудня 2018 року відбудеться одна з кращих подій цієї зими - постановка Мадам Батерфляй у Львівському національному академічному театрі опери та балету. Це незвичайна історія ніжних почуттів між прекрасної японкою і стриманим, цинічним американцем. Це інтимниа розповідь про кохання між представниками різних національностей, де розповідається про відмінності їх культур. Замовити квитки на виставу можна на сайті або в офіційних точках продажу.",#Опера #Драма ,100,500,2023-02-18 19:30:00
103,Наталка Полтавка,2023-02-12 12:00:00,150,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site11084/widget/event/100153833,"У Львівській опері даватимуть класичну оперу Миколи Лисенка за мотивами твору Івана Котляревського «Наталка Полтавка». Це історія про щиру та вірну дівчину Наталку Полтавку, яка чекає на свого нареченого — батрака Петра. Однак її мати, після смерті чоловіка, прагне видати дочку за багатого. А бажаючих чимало — до Наталки залицяється пристав, але вона відмовляє йому. Також дівчину хоче просватати сам Виборний. Він приходить до матері Наталки та вмовляє її видати дівчину за нього. Так стається, що наступного дня до села повертається Петро, який багато років працював заради свого кохання і майбутнього Наталки.",#Опера ,100,400,2023-02-12 14:30:00
104,Наталка Полтавка,2023-02-19 12:00:00,150,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site11084/widget/event/100153834,"У Львівській опері даватимуть класичну оперу Миколи Лисенка за мотивами твору Івана Котляревського «Наталка Полтавка». Це історія про щиру та вірну дівчину Наталку Полтавку, яка чекає на свого нареченого — батрака Петра. Однак її мати, після смерті чоловіка, прагне видати дочку за багатого. А бажаючих чимало — до Наталки залицяється пристав, але вона відмовляє йому. Також дівчину хоче просватати сам Виборний. Він приходить до матері Наталки та вмовляє її видати дівчину за нього. Так стається, що наступного дня до села повертається Петро, який багато років працював заради свого кохання і майбутнього Наталки.",#Опера ,100,400,2023-02-19 14:30:00
105,Наталка Полтавка,2023-02-26 12:00:00,150,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site11084/widget/event/100153835,"У Львівській опері даватимуть класичну оперу Миколи Лисенка за мотивами твору Івана Котляревського «Наталка Полтавка». Це історія про щиру та вірну дівчину Наталку Полтавку, яка чекає на свого нареченого — батрака Петра. Однак її мати, після смерті чоловіка, прагне видати дочку за багатого. А бажаючих чимало — до Наталки залицяється пристав, але вона відмовляє йому. Також дівчину хоче просватати сам Виборний. Він приходить до матері Наталки та вмовляє її видати дівчину за нього. Так стається, що наступного дня до села повертається Петро, який багато років працював заради свого кохання і майбутнього Наталки.",#Опера ,100,400,2023-02-26 14:30:00
106,Жізель,2023-02-12 17:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site11084/widget/event/100153843,"У Львівському театрі опери та балету відбудеться класичний балет на музику Адольфа Адана «Жізель», який вже понад століття користується успіхом у публіки і є символом романтичного балету ХІХ століття.",#Балет ,100,500,2023-02-12 19:00:00
107,Дон Жуан,2023-02-17 18:00:00,180,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site11084/widget/event/100153844,"Легенда, що зародилася в Іспанії за часів Середньовіччя, про невтомного життєлюба і сладострастника отримала настільки широку світову популярність, що ім'я Дон Жуан, давно стало прозивним. Сама ідея і сюжет стали натхненням для багатьох драматургів, і творчі особистості Львівського національного академічного театру опери та балету не виняток. І вже цієї осені 2018 року і взимку 2019 року у жителів і гостей міста Лева вийде побачити вживу цю цікаву, емоційну і веселу історію за участю кращих українських артистів, варто лише вчасно подбати про квитки, які доступні на сайті нашої афіші.",#Опера ,100,500,2023-02-17 21:00:00
108,Страшна помста,2023-02-24 18:00:00,165,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site11084/widget/event/100153828,,,100,500,2023-02-24 20:45:00
109,В.А. Моцарт. Дон Жуан.  Концертне виконання,2023-02-25 17:00:00,120,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site11084/widget/event/100153891,,,100,500,2023-02-25 19:00:00
110,Есмеральда,2023-02-26 18:00:00,180,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site11084/widget/event/100153836,,,100,500,2023-02-26 21:00:00
111,Гуцульське весілє,2023-02-27 18:30:00,180,Львівська національна опера,"м. Львів, пр-т Свободи, 28",https://widget.kontramarka.ua/uk/widget193site1001/widget/event/100154015,27 лютого на сцені Львівської опери – унікальна вистава «Гуцульське весілє»! Вашій увазі – грандіозне продовження відомої історії «Коляда та й плєс... Ізпрежди віка...» у виконанні колективу Франківського драмтеатру.,,290,1290,2023-02-27 21:30:00
112,Hamlet,2023-02-08 18:30:00,120,!FESTrepublic,"м. Львів, вул. Старознесенська, 24-26",https://widget.kontramarka.ua/uk/widget193site1001/widget/event/100153943,ФРАНКІВСЬКИЙ ДРАМТЕАТР ПРЕДСТАВЛЯЄ,,340,590,2023-02-08 20:30:00
113,Romeo & Juliet. Dramma per musica,2023-02-22 18:30:00,210,!FESTrepublic,"м. Львів, вул. Старознесенська, 24-26",https://widget.kontramarka.ua/uk/widget193site1001/widget/event/100154002,ФРАНКІВСЬКИЙ ДРАМТЕАТР ПРЕДСТАВЛЯЄ ROMEO & JULIET. DRAMMA PER MUSICA за В.Шекспіром у перекладі Ю.Андруховича,#Трагедія ,590,590,2023-02-22 22:00:00
114,Модільяні,2023-02-28 18:30:00,120,!FESTrepublic,"м. Львів, вул. Старознесенська, 24-26",https://widget.kontramarka.ua/uk/widget193site1001/widget/event/100154017,МОДІЛЬЯНІ,,340,690,2023-02-28 20:30:00
115,Як виростити чоловіка у домашніх умовах,2023-02-11 19:00:00,120,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget193site1001/widget/event/100153961,ВЕЛИКА ТЕАТРАЛЬНА ПРЕМ'ЄРА У ЛЬВОВІ!,#Комедія ,240,580,2023-02-11 21:00:00
116,Про що мовчать чоловіки,2023-02-13 18:30:00,120,Палац культури залізничників «Рокс»,"м. Львів. вул. Ю. Федьковича, 54",https://widget.kontramarka.ua/uk/widget193site1001/widget/event/100153942,"На підтримку ЗСУ та людей покажуть виставу «Про що мовчать чоловіки або дикун FOREVER» у Львові, яку понад 700 разів була поставлена на Бродвеї. Подивитися її можна 13 лютого у Палаці залізничників «Рокс», попередньо купивши квитки.",,300,490,2023-02-13 20:30:00
